minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6322190041236799,32.22822911838892,13.307794413142616,35.406068449280234,10.383037653154133,15.484618866651395,14.394019376444351,32.98482553902071
0,Marvin the Martian,0.6204350539659857,31.95585566835036,16.25684805745685,30.85775549103308,6.155664372852391,22.24238870777575,13.352980932937154,23.35252026393853
0,Road Runner,0.6176537040638247,26.126998987207042,13.179698449632696,34.48403202332178,6.0355404423087995,28.549814592040764,14.593211807696456,24.348884142563627
0,Foghorn Leghorn,0.6385469883899378,30.318802085376255,16.49702460285755,34.49742976638729,6.5843631456360585,12.206603195870212,15.774435865245275,35.739861712765126
0,Bugs Bunny,0.6360998904166929,33.34139800730071,15.222036875642898,36.07315647650789,5.341120578493129,22.369793860651747,14.237561057810561,29.433933264459974
0,Elmer Fudd,0.6168788229091456,29.110557658344067,15.653374646866375,32.48678012695115,2.719628083573268,28.011249101102322,14.251258760294116,22.717546019278252
0,Lola Bunny,0.629995430058392,35.58570295378364,13.952750603438478,36.43501520479787,4.01967286878951,17.89286060361883,14.870226597267727,34.2128308936286
0,Porky Pig,0.6178910378287215,34.47442140486208,15.594319520412409,34.83755514536302,6.625210840513597,16.923663298030622,16.01828059342435,33.08416808466461
0,Tasmanian Devil,0.6156663379646821,29.467891912577606,14.340701838979856,37.18513040028727,5.456853354216186,23.026730257264358,8.067220309699193,20.044435384354472
0,Gossamer,0.6015268778427791,32.104773837622915,14.793795860689862,34.61882762653353,5.451867362662479,12.004363675144742,17.60948300290256,37.783853280451076
0,Granny,0.6132554251953783,28.135329324112632,13.232845556478548,34.648585634205375,6.747082425464358,18.915453157965583,13.77274975286675,29.015399590018816
0,Wile E. Coyote,0.6265769610688743,32.6808062313429,14.48351856869492,38.69715290804424,5.67454570390564,20.3399137308282,11.938828788634305,28.791941937807273
0,Tweety,0.6198310982969847,28.186771369971794,14.07700178373765,36.308921131856756,7.389105979683884,23.616438774614917,10.438108264991367,22.218053191656402
0,Penelope,0.6064257259603407,25.379797848228016,16.713922386342738,30.594876316433187,9.064976197251855,17.443223645745245,12.453794616743423,22.490496403129733
0,Daffy Duck,0.6323074893719985,29.581437985779655,14.704308729830343,33.48748313643988,4.875258302608127,16.550639322198727,15.45012551098232,32.992022319449354
12,Sylvester,0.6241338026369111,32.69292863165477,14.564294721323975,37.33519794792869,7.52538995902696,22.51018194079535,15.821787962274149,31.374126400374386
12,Marvin the Martian,0.6059104448200412,33.82627314790288,14.819338430008605,33.124179742033554,6.233828550631625,20.721854385843415,15.05047996448733,28.144852716551135
12,Road Runner,0.6263852689878968,25.585742755530244,13.165827642520078,38.1298815157558,5.981000764634231,28.27990408181848,16.440533089316624,29.729657016554718
12,Foghorn Leghorn,0.6253449221423835,30.001885001113656,15.793667383603818,34.855677282339855,7.706856082832438,17.958353005544758,16.793097424462843,33.131824809778685
12,Bugs Bunny,0.6257156925418531,34.167381268213944,15.837343110442987,38.50320850409636,6.433044914133008,15.503037491892474,14.602617478957772,34.52335953022463
12,Elmer Fudd,0.6211559288103164,28.283206094934403,15.279295165807456,35.84384295678525,5.411616482767608,21.213350703805105,13.936345820157877,28.19667781470448
12,Lola Bunny,0.630820142494338,32.514565263428054,13.941828893203779,35.15310065211073,5.061143257173361,23.159281464337678,17.314959479993014,33.065726157007795
12,Porky Pig,0.6191171678497426,28.430312607900987,17.530923311971808,36.31595720560056,4.34769566763784,13.943656230952104,12.9078825114492,30.46830286137024
12,Tasmanian Devil,0.6136784761316456,27.388634754134806,15.021514328610744,34.13468613870794,4.933370672297481,24.511688261550315,7.761251366308185,16.307730093556295
12,Gossamer,0.6368338637957728,33.37973864567742,15.417562608990464,38.175785881771404,6.171671226751528,17.386677368364772,13.221844892617785,32.098605311663235
12,Granny,0.6143770953138639,29.37576750117671,15.7159240844733,34.56546698663754,6.5102569034539615,23.052108814009372,14.358870404971196,26.08115316471126
12,Wile E. Coyote,0.6040086908679374,31.21794396943459,13.768262214986787,35.23301932010532,6.7635006490571214,23.53317444456095,11.895669989684833,23.374141078344657
12,Tweety,0.6144536732406797,27.35915952135849,15.264717392358929,36.025934218919254,7.226835582017637,22.17743092938135,10.710915831032372,22.31115640857935
12,Penelope,0.6055916807797287,20.7729796699644,14.199615257016113,30.027841116212254,7.303778456194485,16.479739441997037,9.96834007855193,20.63750215491251
12,Daffy Duck,0.6291496382369377,30.18349836358937,16.0481584280654,33.54400766444742,7.556320792516088,19.963276908694578,16.92347898720094,31.415983112431597
24,Sylvester,0.5973607716051215,35.020103233833545,15.922724158797307,34.46457459007974,8.432667173141693,15.82572449086479,12.553525748691623,26.979469773033856
